4	4	5	2.67	0.0471	0.2171	1603.6054
4	4	6	2.84	0.0471	0.2170	1602.8636
4	4	7	2.90	0.0471	0.2169	1602.3564
4	4	8	2.57	0.0470	0.2168	1601.8243
4	4	9	2.91	0.0470	0.2168	1601.4738
4	4	10	2.72	0.0470	0.2168	1601.1963
4	4	11	2.68	0.0470	0.2167	1600.9800
4	4	12	2.73	0.0470	0.2167	1600.8092
4	5	3	2.59	0.0469	0.2165	1599.2776
4	5	4	2.88	0.0466	0.2158	1594.3448
4	5	5	2.89	0.0465	0.2157	1592.9921
4	5	6	2.80	0.0465	0.2155	1592.1234
4	5	7	2.82	0.0464	0.2154	1591.4070
4	5	8	2.71	0.0464	0.2154	1590.8817
4	5	9	2.93	0.0464	0.2153	1590.4840
4	5	10	2.90	0.0463	0.2153	1590.1173
4	5	11	2.60	0.0463	0.2152	1589.8160
4	5	12	2.80	0.0463	0.2152	1589.5515
4	6	3	2.70	0.0466	0.2159	1595.0816
4	6	4	2.96	0.0463	0.2153	1590.2400
4	6	5	2.78	0.0462	0.2150	1588.1384
4	6	6	2.85	0.0462	0.2149	1587.1535
4	6	7	2.72	0.0461	0.2147	1586.3267
4	6	8	2.71	0.0461	0.2147	1585.8622
4	6	9	2.68	0.0461	0.2146	1585.3983
4	6	10	2.83	0.0460	0.2146	1584.9971
4	6	11	2.94	0.0460	0.2145	1584.6453
4	6	12	2.72	0.0460	0.2145	1584.3166
4	7	3	2.61	0.0464	0.2155	1591.6466
4	7	4	2.82	0.0461	0.2147	1586.1788
4	7	5	2.94	0.0460	0.2144	1584.0186
4	7	6	2.59	0.0459	0.2143	1582.9379
4	7	7	2.88	0.0459	0.2142	1582.0968
4	7	8	2.87	0.0458	0.2141	1581.5311
4	7	9	2.88	0.0458	0.2140	1581.0623
4	7	10	2.74	0.0458	0.2140	1580.6000
4	7	11	2.72	0.0458	0.2139	1580.2290
4	7	12	2.84	0.0457	0.2139	1579.8879
4	8	3	2.71	0.0463	0.2151	1588.9209
4	8	4	2.86	0.0459	0.2142	1582.5817
4	8	5	2.55	0.0458	0.2140	1580.6753
4	8	6	2.58	0.0457	0.2138	1579.4786
4	8	7	2.84	0.0457	0.2137	1578.5880
4	8	8	2.85	0.0456	0.2136	1577.9267
4	8	9	2.88	0.0456	0.2135	1577.4140
4	8	10	2.52	0.0456	0.2135	1576.8748
4	8	11	2.90	0.0455	0.2134	1576.4492
4	8	12	2.86	0.0455	0.2134	1576.0852
4	9	3	2.69	0.0461	0.2148	1586.5002
4	9	4	2.61	0.0458	0.2139	1580.0375
4	9	5	2.86	0.0456	0.2136	1577.9282
4	9	6	2.89	0.0455	0.2134	1576.5461
4	9	7	2.86	0.0455	0.2133	1575.6863
4	9	8	2.64	0.0455	0.2132	1574.8568
4	9	9	2.72	0.0454	0.2131	1574.3167
4	9	10	2.89	0.0454	0.2130	1573.7564
4	9	11	2.61	0.0454	0.2130	1573.2638
4	9	12	2.85	0.0453	0.2129	1572.8406
4	10	3	2.83	0.0460	0.2146	1585.0004
4	10	4	2.82	0.0457	0.2137	1578.5237
4	10	5	2.67	0.0455	0.2134	1576.4011
4	10	6	2.87	0.0454	0.2132	1574.7186
4	10	7	2.94	0.0454	0.2130	1573.7490
4	10	8	2.90	0.0453	0.2129	1572.9155
4	10	9	2.65	0.0453	0.2128	1572.1936
4	10	10	2.88	0.0453	0.2128	1571.6490
4	10	11	2.80	0.0452	0.2127	1571.0321
4	10	12	2.94	0.0452	0.2126	1570.5382
4	11	3	2.81	0.0460	0.2144	1583.9670
4	11	4	2.71	0.0456	0.2135	1577.2423
4	11	5	2.77	0.0455	0.2132	1574.9411
4	11	6	2.73	0.0454	0.2130	1573.2735
4	11	7	2.65	0.0453	0.2128	1572.3019
4	11	8	2.83	0.0453	0.2127	1571.4636
4	11	9	2.95	0.0452	0.2126	1570.6991
4	11	10	2.71	0.0452	0.2126	1570.1097
4	11	11	2.94	0.0451	0.2125	1569.4697
4	11	12	2.88	0.0451	0.2124	1568.9805
4	12	3	2.58	0.0459	0.2144	1583.4361
4	12	4	2.74	0.0455	0.2134	1576.3955
4	12	5	2.95	0.0454	0.2131	1574.0026
4	12	6	2.95	0.0453	0.2128	1572.2629
4	12	7	2.72	0.0452	0.2127	1571.0362
4	12	8	2.79	0.0452	0.2126	1570.1204
4	12	9	2.60	0.0451	0.2124	1569.3289
4	12	10	2.87	0.0451	0.2124	1568.6634
4	12	11	2.85	0.0451	0.2123	1568.0010
4	12	12	2.84	0.0450	0.2122	1567.4435
5	3	3	2.80	0.0481	0.2193	1619.9172
5	3	4	2.76	0.0479	0.2188	1616.4962
5	3	5	2.63	0.0478	0.2185	1614.3850
5	3	6	2.84	0.0477	0.2184	1613.6599
5	3	7	2.72	0.0477	0.2184	1613.1203
5	3	8	2.65	0.0477	0.2183	1612.7369
5	3	9	2.88	0.0476	0.2183	1612.3865
5	3	10	2.84	0.0476	0.2182	1612.1259
5	3	11	2.91	0.0476	0.2182	1611.9683
5	3	12	2.71	0.0476	0.2182	1611.8371
5	4	3	2.61	0.0470	0.2169	1601.9270
5	4	4	2.80	0.0468	0.2164	1598.4263
5	4	5	2.60	0.0467	0.2162	1596.8338
5	4	6	2.87	0.0467	0.2161	1596.0487
5	4	7	2.89	0.0466	0.2160	1595.4652
5	4	8	2.88	0.0466	0.2159	1594.9446
5	4	9	2.84	0.0466	0.2159	1594.5783
5	4	10	2.53	0.0466	0.2158	1594.2794
5	4	11	2.73	0.0466	0.2158	1594.0203
5	4	12	2.86	0.0466	0.2158	1593.7851
5	5	3	2.62	0.0463	0.2151	1588.8506
5	5	4	2.96	0.0460	0.2144	1583.8484
5	5	5	2.87	0.0459	0.2142	1581.9972
5	5	6	2.58	0.0458	0.2140	1581.0381
5	5	7	2.79	0.0458	0.2139	1580.1411
5	5	8	2.83	0.0457	0.2138	1579.5719
5	5	9	2.70	0.0457	0.2138	1579.2013
5	5	10	2.89	0.0457	0.2137	1578.8164
5	5	11	2.85	0.0457	0.2137	1578.4883
5	5	12	2.80	0.0456	0.2137	1578.2243
5	6	3	2.81	0.0458	0.2141	1581.2336
5	6	4	2.57	0.0455	0.2133	1575.8401
5	6	5	2.71	0.0454	0.2130	1573.7593
5	6	6	2.86	0.0453	0.2129	1572.6556
5	6	7	2.84	0.0453	0.2128	1571.6681
5	6	8	2.72	0.0452	0.2127	1571.0608
5	6	9	2.75	0.0452	0.2126	1570.5844
5	6	10	2.84	0.0452	0.2126	1570.1278
5	6	11	2.79	0.0452	0.2125	1569.7104
5	6	12	2.75	0.0451	0.2125	1569.3737
5	7	3	2.80	0.0455	0.2132	1575.1977
5	7	4	2.89	0.0452	0.2125	1569.6482
5	7	5	2.80	0.0450	0.2122	1567.4992
5	7	6	2.70	0.0450	0.2120	1566.3222
5	7	7	2.67	0.0449	0.2119	1565.2751
5	7	8	2.87	0.0449	0.2118	1564.6791
5	7	9	2.74	0.0448	0.2117	1564.0851
5	7	10	2.71	0.0448	0.2117	1563.6330
5	7	11	2.86	0.0448	0.2116	1563.1655
5	7	12	2.82	0.0448	0.2116	1562.7114
5	8	3	2.71	0.0453	0.2128	1571.9938
5	8	4	2.78	0.0449	0.2120	1565.8539
5	8	5	2.85	0.0448	0.2116	1563.4153
5	8	6	2.68	0.0447	0.2115	1562.1265
5	8	7	2.83	0.0447	0.2113	1561.0402
5	8	8	2.93	0.0446	0.2112	1560.3541
5	8	9	2.75	0.0446	0.2111	1559.7390
5	8	10	2.85	0.0445	0.2111	1559.1444
5	8	11	2.85	0.0445	0.2110	1558.6248
5	8	12	2.83	0.0445	0.2109	1558.1532
5	9	3	2.87	0.0451	0.2124	1569.1046
5	9	4	2.70	0.0448	0.2116	1562.8437
5	9	5	2.81	0.0446	0.2112	1560.3661
5	9	6	2.93	0.0445	0.2110	1559.0004
5	9	7	2.71	0.0445	0.2109	1557.8470
5	9	8	2.81	0.0444	0.2108	1557.0902
5	9	9	2.74	0.0444	0.2107	1556.3489
5	9	10	2.63	0.0444	0.2106	1555.7140
5	9	11	2.80	0.0443	0.2105	1555.1808
5	9	12	2.82	0.0443	0.2105	1554.7102
5	10	3	2.81	0.0450	0.2122	1567.3550
5	10	4	2.72	0.0446	0.2113	1560.5154
5	10	5	2.89	0.0445	0.2109	1557.7823
5	10	6	2.76	0.0444	0.2107	1556.3484
5	10	7	2.69	0.0443	0.2105	1555.1566
5	10	8	2.74	0.0443	0.2104	1554.2844
5	10	9	2.89	0.0442	0.2103	1553.5076
5	10	10	2.91	0.0442	0.2102	1552.8438
5	10	11	2.76	0.0442	0.2101	1552.3047
5	10	12	2.88	0.0441	0.2101	1551.8115
5	11	3	2.87	0.0450	0.2120	1566.2460
5	11	4	2.89	0.0446	0.2111	1559.2562
5	11	5	2.66	0.0444	0.2107	1556.3358
5	11	6	2.93	0.0443	0.2105	1554.5806
5	11	7	2.88	0.0442	0.2103	1553.3312
5	11	8	2.67	0.0442	0.2102	1552.4230
5	11	9	2.82	0.0441	0.2100	1551.5428
5	11	10	2.76	0.0441	0.2099	1550.7667
5	11	11	2.71	0.0440	0.2098	1550.0932
5	11	12	2.89	0.0440	0.2098	1549.5562
5	12	3	2.86	0.0449	0.2119	1565.3951
5	12	4	2.94	0.0445	0.2109	1558.1629
5	12	5	2.63	0.0443	0.2105	1555.1249
5	12	6	2.90	0.0442	0.2103	1553.3048
5	12	7	2.96	0.0441	0.2101	1552.0136
5	12	8	2.79	0.0441	0.2100	1551.0791
5	12	9	2.89	0.0440	0.2099	1550.1836
5	12	10	2.78	0.0440	0.2097	1549.3514
5	12	11	2.95	0.0440	0.2097	1548.6661
5	12	12	2.84	0.0439	0.2096	1548.0409
6	3	3	2.87	0.0479	0.2189	1617.0569
6	3	4	2.71	0.0477	0.2184	1613.5864
6	3	5	2.64	0.0476	0.2182	1611.4555
6	3	6	2.89	0.0475	0.2180	1610.6958
6	3	7	2.92	0.0475	0.2180	1610.1195
6	3	8	2.60	0.0475	0.2179	1609.7282
6	3	9	2.78	0.0475	0.2179	1609.3446
6	3	10	2.94	0.0474	0.2178	1609.0818
6	3	11	2.89	0.0474	0.2178	1608.8821
6	3	12	2.91	0.0474	0.2178	1608.7283
6	4	3	2.76	0.0468	0.2164	1598.1583
6	4	4	2.78	0.0466	0.2158	1594.3921
6	4	5	2.89	0.0464	0.2155	1591.9454
6	4	6	2.92	0.0464	0.2154	1591.0986
6	4	7	2.92	0.0464	0.2153	1590.3828
6	4	8	2.80	0.0463	0.2152	1589.8520
6	4	9	2.93	0.0463	0.2152	1589.3980
6	4	10	2.88	0.0463	0.2151	1589.0689
6	4	11	2.87	0.0463	0.2151	1588.7665
6	4	12	2.90	0.0462	0.2150	1588.5296
6	5	3	2.94	0.0459	0.2142	1582.5261
6	5	4	2.80	0.0456	0.2135	1577.2946
6	5	5	2.89	0.0455	0.2133	1575.3292
6	5	6	2.96	0.0454	0.2131	1574.3149
6	5	7	2.90	0.0454	0.2130	1573.4793
6	5	8	2.95	0.0453	0.2129	1572.7627
6	5	9	2.97	0.0453	0.2128	1572.2922
6	5	10	2.81	0.0453	0.2128	1571.9263
6	5	11	2.75	0.0453	0.2128	1571.5727
6	5	12	2.93	0.0452	0.2127	1571.3055
6	6	3	2.77	0.0454	0.2130	1573.1836
6	6	4	2.96	0.0450	0.2122	1567.4938
6	6	5	2.94	0.0449	0.2119	1565.2864
6	6	6	2.93	0.0448	0.2118	1564.1825
6	6	7	2.79	0.0448	0.2116	1563.2105
6	6	8	2.82	0.0447	0.2115	1562.4768
6	6	9	2.88	0.0447	0.2114	1561.9272
6	6	10	2.93	0.0447	0.2114	1561.4076
6	6	11	2.92	0.0447	0.2113	1560.9413
6	6	12	2.95	0.0446	0.2113	1560.5657
6	7	3	2.90	0.0449	0.2118	1564.7995
6	7	4	2.91	0.0445	0.2110	1558.7827
6	7	5	2.89	0.0444	0.2107	1556.2606
6	7	6	2.94	0.0443	0.2105	1555.0386
6	7	7	2.64	0.0443	0.2104	1553.9093
6	7	8	2.80	0.0442	0.2103	1553.2768
6	7	9	2.94	0.0442	0.2102	1552.6275
6	7	10	2.92	0.0441	0.2101	1552.0184
6	7	11	2.74	0.0441	0.2100	1551.5405
6	7	12	2.90	0.0441	0.2100	1551.1416
6	8	3	2.59	0.0446	0.2111	1559.5867
6	8	4	2.90	0.0442	0.2103	1553.3658
6	8	5	2.89	0.0441	0.2099	1550.7996
6	8	6	2.89	0.0440	0.2098	1549.5066
6	8	7	2.95	0.0439	0.2096	1548.2894
6	8	8	2.92	0.0439	0.2095	1547.5729
6	8	9	2.96	0.0439	0.2094	1546.9177
6	8	10	2.93	0.0438	0.2093	1546.3001
6	8	11	2.93	0.0438	0.2093	1545.8224
6	8	12	2.86	0.0438	0.2092	1545.2514
6	9	3	2.71	0.0444	0.2107	1556.6285
6	9	4	2.96	0.0440	0.2098	1549.8017
6	9	5	2.83	0.0438	0.2094	1546.8407
6	9	6	2.95	0.0438	0.2092	1545.3577
6	9	7	2.76	0.0437	0.2090	1544.1089
6	9	8	2.95	0.0436	0.2089	1543.2572
6	9	9	2.98	0.0436	0.2088	1542.4832
6	9	10	2.82	0.0436	0.2087	1541.8490
6	9	11	2.92	0.0435	0.2087	1541.3322
6	9	12	2.84	0.0435	0.2086	1540.7903
6	10	3	2.78	0.0443	0.2104	1554.2771
6	10	4	2.90	0.0439	0.2094	1547.0551
6	10	5	2.93	0.0437	0.2090	1543.9522
6	10	6	2.88	0.0436	0.2088	1542.4117
6	10	7	2.69	0.0435	0.2086	1541.0958
6	10	8	2.94	0.0435	0.2085	1540.1337
6	10	9	2.92	0.0434	0.2084	1539.2331
6	10	10	2.81	0.0434	0.2083	1538.5356
6	10	11	2.80	0.0433	0.2082	1537.9747
6	10	12	2.96	0.0433	0.2081	1537.4642
6	11	3	2.91	0.0442	0.2102	1552.9843
6	11	4	2.90	0.0438	0.2093	1545.7571
6	11	5	2.88	0.0436	0.2088	1542.4327
6	11	6	2.91	0.0435	0.2085	1540.5217
6	11	7	2.95	0.0434	0.2084	1539.1513
6	11	8	2.83	0.0434	0.2082	1538.1145
6	11	9	2.81	0.0433	0.2081	1537.1887
6	11	10	2.76	0.0433	0.2080	1536.3076
6	11	11	2.92	0.0432	0.2079	1535.6043
6	11	12	2.67	0.0432	0.2078	1535.0524
6	12	3	2.81	0.0441	0.2101	1551.8797
6	12	4	2.92	0.0437	0.2091	1544.2963
6	12	5	2.93	0.0435	0.2086	1540.9343
6	12	6	2.97	0.0434	0.2083	1538.9542
6	12	7	2.73	0.0433	0.2081	1537.5187
6	12	8	2.71	0.0433	0.2080	1536.4390
6	12	9	2.88	0.0432	0.2079	1535.4925
6	12	10	2.79	0.0432	0.2077	1534.5643
6	12	11	2.93	0.0431	0.2076	1533.8112
6	12	12	2.97	0.0431	0.2076	1533.2660
7	3	3	2.80	0.0479	0.2187	1615.8603
7	3	4	2.96	0.0476	0.2182	1612.1893
7	3	5	2.93	0.0475	0.2179	1609.8717
7	3	6	2.92	0.0474	0.2178	1609.0515
7	3	7	2.77	0.0474	0.2177	1608.4678
7	3	8	2.66	0.0474	0.2177	1608.0271
7	3	9	2.80	0.0474	0.2176	1607.6277
7	3	10	2.66	0.0473	0.2176	1607.3240
7	3	11	2.70	0.0473	0.2176	1607.0843
7	3	12	2.89	0.0473	0.2175	1606.8886
7	4	3	2.96	0.0466	0.2159	1595.0819
7	4	4	2.90	0.0464	0.2154	1591.1985
7	4	5	2.87	0.0463	0.2151	1588.6579
7	4	6	2.68	0.0462	0.2149	1587.7625
7	4	7	2.61	0.0462	0.2148	1587.0141
7	4	8	2.91	0.0461	0.2148	1586.4733
7	4	9	2.68	0.0461	0.2147	1585.9765
7	4	10	2.99	0.0461	0.2147	1585.6462
7	4	11	3.00	0.0461	0.2146	1585.3384
7	4	12	2.82	0.0460	0.2146	1585.0855
7	5	3	2.74	0.0457	0.2137	1578.8031
7	5	4	2.93	0.0454	0.2130	1573.4038
7	5	5	2.89	0.0452	0.2126	1570.5685
7	5	6	2.98	0.0451	0.2125	1569.5304
7	5	7	2.70	0.0451	0.2123	1568.5592
7	5	8	2.98	0.0450	0.2122	1567.8230
7	5	9	2.82	0.0450	0.2122	1567.3292
7	5	10	3.00	0.0450	0.2121	1566.9511
7	5	11	2.94	0.0450	0.2121	1566.5986
7	5	12	2.99	0.0450	0.2120	1566.3311
7	6	3	2.90	0.0449	0.2120	1566.0383
7	6	4	3.01	0.0446	0.2112	1560.4177
7	6	5	2.77	0.0446	0.2112	1560.0942
7	6	6	2.96	0.0445	0.2110	1558.9989
7	6	7	2.70	0.0445	0.2109	1557.9401
7	6	8	2.96	0.0444	0.2108	1557.1241
7	6	9	2.88	0.0444	0.2107	1556.4988
7	6	10	2.66	0.0444	0.2106	1556.0153
7	6	11	2.94	0.0443	0.2106	1555.5703
7	6	12	2.82	0.0443	0.2105	1555.2152
7	7	3	2.97	0.0444	0.2107	1556.4093
7	7	4	2.96	0.0440	0.2099	1550.2251
7	7	5	2.93	0.0439	0.2095	1547.6504
7	7	6	2.97	0.0438	0.2093	1546.3813
7	7	7	2.80	0.0438	0.2092	1545.1710
7	7	8	2.83	0.0437	0.2091	1544.3583
7	7	9	2.99	0.0437	0.2090	1543.6753
7	7	10	2.83	0.0436	0.2089	1543.0626
7	7	11	2.98	0.0436	0.2088	1542.5608
7	7	12	2.85	0.0436	0.2088	1542.0730
7	8	3	2.92	0.0441	0.2100	1551.0331
7	8	4	2.96	0.0437	0.2091	1544.6289
7	8	5	2.98	0.0436	0.2087	1541.8453
7	8	6	2.96	0.0435	0.2085	1540.4499
7	8	7	2.91	0.0434	0.2084	1539.1652
7	8	8	2.83	0.0434	0.2082	1538.3227
7	8	9	2.99	0.0433	0.2081	1537.5362
7	8	10	2.97	0.0433	0.2081	1536.8924
7	8	11	2.93	0.0433	0.2080	1536.3910
7	8	12	2.90	0.0432	0.2079	1535.8766
7	9	3	2.66	0.0439	0.2095	1547.3775
7	9	4	2.82	0.0435	0.2085	1540.3741
7	9	5	2.94	0.0433	0.2081	1537.1965
7	9	6	2.95	0.0432	0.2079	1535.6471
7	9	7	2.94	0.0431	0.2077	1534.2416
7	9	8	2.85	0.0431	0.2076	1533.3120
7	9	9	2.82	0.0430	0.2075	1532.4399
7	9	10	2.89	0.0430	0.2074	1531.7780
7	9	11	3.01	0.0430	0.2073	1531.2157
7	9	12	2.94	0.0429	0.2072	1530.6834
7	10	3	2.65	0.0437	0.2091	1544.9123
7	10	4	2.98	0.0433	0.2081	1537.4614
7	10	5	2.85	0.0431	0.2077	1534.2193
7	10	6	2.86	0.0430	0.2075	1532.5531
7	10	7	2.76	0.0430	0.2073	1531.0807
7	10	8	2.88	0.0429	0.2071	1530.0350
7	10	9	2.78	0.0428	0.2070	1529.0754
7	10	10	2.99	0.0428	0.2069	1528.3581
7	10	11	2.80	0.0428	0.2068	1527.7775
7	10	12	2.99	0.0427	0.2067	1527.2338
7	11	3	2.95	0.0436	0.2088	1542.5797
7	11	4	2.69	0.0432	0.2078	1534.9858
7	11	5	2.89	0.0430	0.2073	1531.6600
7	11	6	2.88	0.0429	0.2071	1529.8896
7	11	7	2.91	0.0428	0.2069	1528.4060
7	11	8	2.72	0.0428	0.2068	1527.3391
7	11	9	2.83	0.0427	0.2066	1526.3497
7	11	10	2.79	0.0427	0.2065	1525.5685
7	11	11	2.78	0.0426	0.2064	1524.9106
7	11	12	2.78	0.0426	0.2064	1524.3610
7	12	3	2.80	0.0435	0.2086	1541.1588
7	12	4	2.97	0.0431	0.2076	1533.3932
7	12	5	2.71	0.0429	0.2071	1530.0005
7	12	6	2.70	0.0428	0.2069	1528.1652
7	12	7	2.86	0.0427	0.2067	1526.6304
7	12	8	2.89	0.0426	0.2065	1525.4312
7	12	9	2.95	0.0426	0.2064	1524.4860
7	12	10	2.98	0.0425	0.2063	1523.6077
7	12	11	2.87	0.0425	0.2062	1522.8987
7	12	12	2.99	0.0425	0.2061	1522.2909
8	3	3	2.93	0.0478	0.2186	1614.9428
8	3	4	2.94	0.0476	0.2181	1610.9706
8	3	5	2.81	0.0474	0.2177	1608.4686
8	3	6	2.81	0.0474	0.2176	1607.5929
8	3	7	2.95	0.0473	0.2175	1606.9847
8	3	8	2.81	0.0473	0.2175	1606.5038
8	3	9	2.96	0.0473	0.2174	1606.0821
8	3	10	2.96	0.0473	0.2174	1605.7569
8	3	11	2.94	0.0472	0.2173	1605.5116
8	3	12	2.92	0.0472	0.2173	1605.2950
8	4	3	2.88	0.0466	0.2158	1593.8495
8	4	4	2.98	0.0463	0.2152	1589.7625
8	4	5	2.98	0.0462	0.2148	1587.0094
8	4	6	2.96	0.0461	0.2147	1586.0493
8	4	7	2.87	0.0461	0.2146	1585.3028
8	4	8	2.80	0.0460	0.2145	1584.7441
8	4	9	2.97	0.0460	0.2145	1584.1471
8	4	10	2.70	0.0460	0.2144	1583.7884
8	4	11	2.92	0.0460	0.2144	1583.5628
8	4	12	2.74	0.0459	0.2143	1583.2275
8	5	3	2.72	0.0455	0.2133	1575.5279
8	5	4	2.88	0.0452	0.2125	1569.7225
8	5	5	2.96	0.0450	0.2121	1566.8161
8	5	6	2.87	0.0449	0.2120	1565.7457
8	5	7	2.78	0.0449	0.2118	1564.7243
8	5	8	2.86	0.0448	0.2117	1563.9631
8	5	9	2.88	0.0448	0.2116	1563.4221
8	5	10	2.94	0.0448	0.2116	1563.0442
8	5	11	2.94	0.0448	0.2115	1562.6775
8	5	12	2.88	0.0447	0.2115	1562.3812
8	6	3	2.85	0.0448	0.2116	1562.7997
8	6	4	2.98	0.0445	0.2110	1558.8435
8	6	5	2.98	0.0444	0.2107	1556.3077
8	6	6	2.98	0.0443	0.2105	1555.1286
8	6	7	2.86	0.0443	0.2104	1553.9998
8	6	8	2.98	0.0442	0.2103	1553.2050
8	6	9	2.98	0.0442	0.2102	1552.5630
8	6	10	2.98	0.0441	0.2101	1552.0015
